N,P,K,temperature,humidity,ph,rainfall,soil_type,season,irrigation,crop_duration_days,label
201,72,99,23.268742,70.782122,6.675456,194.282064,alluvial,Kharif,irrigated,326,sugarcane
221,83,139,34.721306,80.263972,7.611763,225.29388,alluvial,Kharif,irrigated,341,sugarcane
157,62,84,22.406371,65.0,5.584005,81.714113,black,Kharif,irrigated,315,sugarcane
160,64,83,21.171189,66.112698,5.740693,100.073555,loamy,Kharif,irrigated,346,sugarcane
169,63,91,20.823576,68.627346,6.109643,98.597446,black,Kharif,irrigated,362,sugarcane
169,67,98,22.390509,70.820958,5.81426,109.351744,red,Kharif,irrigated,349,sugarcane
174,66,86,21.467214,69.927093,6.045028,124.501743,red,Kharif,irrigated,339,sugarcane
238,90,145,33.119603,83.424766,7.798047,213.762732,red,Kharif,irrigated,336,sugarcane
173,66,92,20.0,69.142133,5.933213,124.91284,red,Kharif,irrigated,348,sugarcane
247,80,139,30.950854,80.899327,8.263375,247.170276,loamy,Kharif,irrigated,339,sugarcane
179,65,106,28.179392,70.717375,6.789349,139.858793,black,Kharif,irrigated,313,sugarcane
153,61,99,23.00719,66.46485,5.525342,87.550234,red,Kharif,irrigated,330,sugarcane
228,84,150,34.077231,82.020013,8.12413,210.726311,red,Kharif,irrigated,317,sugarcane
203,76,102,26.144777,78.92465,7.260473,193.630778,loamy,Kharif,irrigated,330,sugarcane
236,88,133,31.333919,81.246415,8.060737,247.447639,red,Kharif,irrigated,308,sugarcane
250,89,145,33.838664,82.510649,8.310369,214.349564,loamy,Kharif,irrigated,343,sugarcane
249,89,150,31.163253,82.547323,7.669464,244.400637,red,Kharif,irrigated,349,sugarcane
183,79,128,28.125029,77.996475,6.595922,190.290269,loamy,Kharif,irrigated,318,sugarcane
171,70,96,20.501414,67.02388,5.771126,105.252957,loamy,Kharif,irrigated,336,sugarcane
221,80,113,28.019314,72.071835,7.080713,150.718053,red,Kharif,irrigated,353,sugarcane
230,81,135,31.835302,82.635326,7.695585,205.508412,alluvial,Kharif,irrigated,358,sugarcane
179,62,86,23.706799,67.396819,5.8636,75.0,black,Kharif,irrigated,357,sugarcane
230,79,135,32.696551,85.0,7.69278,248.525816,alluvial,Kharif,irrigated,340,sugarcane
245,88,142,33.635024,84.455422,8.024255,219.13006,alluvial,Kharif,irrigated,322,sugarcane
242,82,130,31.879061,83.645995,7.751193,227.969723,alluvial,Kharif,irrigated,326,sugarcane
241,85,131,31.397005,83.684058,7.727658,224.881916,alluvial,Kharif,irrigated,316,sugarcane
163,60,87,21.100458,66.943908,6.136843,113.087306,loamy,Kharif,irrigated,323,sugarcane
186,74,130,23.727856,72.673167,7.690288,170.567493,red,Kharif,irrigated,352,sugarcane
195,75,118,25.661387,77.478798,7.188402,179.906037,alluvial,Kharif,irrigated,300,sugarcane
240,83,128,31.434318,82.220653,8.124624,235.475778,alluvial,Kharif,irrigated,312,sugarcane
179,79,122,28.498948,75.29169,6.361347,173.294708,black,Kharif,irrigated,357,sugarcane
238,78,135,32.594591,79.953456,8.343543,205.620032,loamy,Kharif,irrigated,303,sugarcane
220,85,138,34.422822,83.274194,7.887549,205.30096,black,Kharif,irrigated,319,sugarcane
235,88,136,31.145197,78.478554,7.694639,246.856359,red,Kharif,irrigated,354,sugarcane
210,83,122,26.190142,76.481132,6.561253,146.586249,black,Kharif,irrigated,316,sugarcane
174,61,98,21.846831,65.823323,6.019236,108.909893,red,Kharif,irrigated,301,sugarcane
173,64,99,22.098854,65.367059,5.76127,125.12799,black,Kharif,irrigated,312,sugarcane
239,88,138,30.914923,80.762568,8.5,211.820139,alluvial,Kharif,irrigated,326,sugarcane
203,77,112,28.366537,76.301115,6.198809,122.796878,loamy,Kharif,irrigated,343,sugarcane
227,84,133,31.857366,83.22901,7.852211,247.987412,loamy,Kharif,irrigated,352,sugarcane
167,65,97,22.829156,65.0,6.373348,93.087924,loamy,Kharif,irrigated,327,sugarcane
236,88,142,34.546153,83.488745,8.362635,222.24911,alluvial,Kharif,irrigated,337,sugarcane
188,77,102,27.176503,71.343166,6.816125,151.276184,red,Kharif,irrigated,358,sugarcane
241,88,136,32.080016,79.695972,8.057266,224.99621,black,Kharif,irrigated,342,sugarcane
188,80,108,29.066041,77.894355,6.315696,161.487451,alluvial,Kharif,irrigated,307,sugarcane
221,68,109,24.893279,71.129607,6.260891,198.287235,loamy,Kharif,irrigated,314,sugarcane
160,62,100,20.74412,67.998924,5.618238,96.809301,red,Kharif,irrigated,327,sugarcane
225,75,113,26.243255,74.879013,6.848732,160.818814,black,Kharif,irrigated,351,sugarcane
174,67,109,26.129432,74.561624,7.556358,189.161462,red,Kharif,irrigated,357,sugarcane
203,73,131,29.409023,78.816708,6.294085,153.395566,black,Kharif,irrigated,327,sugarcane
189,71,114,28.868265,70.215526,7.277145,188.315887,alluvial,Kharif,irrigated,312,sugarcane
161,67,99,22.495731,71.17741,6.376562,95.881822,loamy,Kharif,irrigated,300,sugarcane
170,62,86,22.969374,67.4081,6.348753,75.0,red,Kharif,irrigated,348,sugarcane
206,74,108,27.083632,75.389741,6.681614,130.381253,black,Kharif,irrigated,326,sugarcane
226,83,147,33.55696,84.658493,8.268666,222.727338,black,Kharif,irrigated,358,sugarcane
229,89,144,34.347471,84.906579,7.754013,236.272361,red,Kharif,irrigated,303,sugarcane
203,68,122,25.113426,80.128845,6.312901,146.973494,black,Kharif,irrigated,310,sugarcane
165,64,80,20.156867,67.764795,5.628978,79.92318,black,Kharif,irrigated,334,sugarcane
227,90,132,32.531295,81.973796,8.315026,201.834406,alluvial,Kharif,irrigated,303,sugarcane
214,67,107,27.574406,70.204625,6.653757,147.647027,loamy,Kharif,irrigated,316,sugarcane
227,87,130,32.783068,80.205266,8.408588,238.360014,red,Kharif,irrigated,321,sugarcane
165,69,87,20.0,68.773072,5.900527,104.572292,loamy,Kharif,irrigated,308,sugarcane
173,65,100,24.700899,69.076723,6.309048,108.711642,black,Kharif,irrigated,300,sugarcane
216,73,105,24.500838,74.693422,6.795525,137.621702,black,Kharif,irrigated,336,sugarcane
172,67,100,24.190169,68.77101,6.382246,108.935665,red,Kharif,irrigated,327,sugarcane
207,80,128,29.232731,75.335205,6.578236,145.177806,alluvial,Kharif,irrigated,328,sugarcane
167,66,85,22.924816,67.354567,5.947406,113.926035,red,Kharif,irrigated,337,sugarcane
169,64,100,20.641366,67.452132,5.848235,97.704953,red,Kharif,irrigated,329,sugarcane
195,71,112,31.761357,77.940797,7.215578,192.885217,loamy,Kharif,irrigated,313,sugarcane
185,80,103,27.488896,77.062172,7.314874,144.550087,alluvial,Kharif,irrigated,362,sugarcane
227,83,144,35.0,84.654721,8.396972,211.266081,alluvial,Kharif,irrigated,328,sugarcane
203,74,106,30.017298,79.065527,7.243133,125.897385,loamy,Kharif,irrigated,317,sugarcane
189,68,103,26.103518,72.482404,7.661279,180.761104,loamy,Kharif,irrigated,340,sugarcane
170,67,103,23.27488,66.835798,5.583261,99.420014,red,Kharif,irrigated,311,sugarcane
153,62,87,22.277777,67.09322,5.874194,94.182207,red,Kharif,irrigated,345,sugarcane
219,88,145,34.202865,83.821671,7.605867,238.814707,black,Kharif,irrigated,322,sugarcane
187,73,96,27.089835,75.354757,7.329857,130.221522,red,Kharif,irrigated,362,sugarcane
224,89,140,34.617311,81.288034,7.977973,219.25033,alluvial,Kharif,irrigated,304,sugarcane
196,73,131,24.43661,78.895465,6.58426,178.909267,black,Kharif,irrigated,329,sugarcane
213,71,110,27.429623,72.760894,6.867488,157.226465,black,Kharif,irrigated,308,sugarcane
160,67,80,22.855402,65.477435,6.090429,95.612645,alluvial,Kharif,irrigated,361,sugarcane
196,76,119,29.561629,75.911438,6.898809,125.009522,black,Kharif,irrigated,351,sugarcane
156,60,84,23.050316,66.920204,5.771454,129.196168,red,Kharif,irrigated,359,sugarcane
228,87,144,35.0,82.849622,7.980234,214.79729,loamy,Kharif,irrigated,339,sugarcane
169,61,99,21.749348,67.541227,5.536772,98.149027,loamy,Kharif,irrigated,304,sugarcane
196,72,123,29.105245,76.673276,6.455649,168.783995,loamy,Kharif,irrigated,323,sugarcane
207,73,110,25.149969,79.705635,6.542152,164.485805,alluvial,Kharif,irrigated,310,sugarcane
157,67,88,24.520362,65.239366,5.527798,99.736122,alluvial,Kharif,irrigated,301,sugarcane
199,71,125,27.551511,74.309306,6.466645,181.765945,alluvial,Kharif,irrigated,326,sugarcane
165,60,82,24.053113,66.873594,6.074941,87.612137,loamy,Kharif,irrigated,355,sugarcane
154,68,96,22.858341,67.798929,5.971932,119.492861,black,Kharif,irrigated,305,sugarcane
210,76,130,24.470796,71.400905,7.38768,126.84843,red,Kharif,irrigated,337,sugarcane
234,87,135,32.438333,83.657512,8.283554,243.366482,red,Kharif,irrigated,351,sugarcane
174,64,102,20.333585,66.124758,5.557079,75.859231,black,Kharif,irrigated,314,sugarcane
211,72,132,28.51079,74.271734,7.336853,127.659146,alluvial,Kharif,irrigated,339,sugarcane
171,68,98,20.150935,68.238439,6.115546,76.521295,black,Kharif,irrigated,309,sugarcane
198,77,117,30.899089,76.727514,6.639314,155.432204,alluvial,Kharif,irrigated,354,sugarcane
235,81,140,30.932792,82.973725,7.677226,226.062083,alluvial,Kharif,irrigated,312,sugarcane
187,70,107,31.69101,80.307135,6.860764,198.802264,black,Kharif,irrigated,365,sugarcane
239,90,133,33.721964,79.451435,8.388535,211.057968,alluvial,Kharif,irrigated,303,sugarcane
248,79,144,31.415545,81.598768,8.054189,221.627074,red,Kharif,irrigated,308,sugarcane
209,68,101,30.650121,72.44773,6.962046,148.908866,red,Kharif,irrigated,304,sugarcane
225,84,129,35.0,80.780228,8.412827,217.502919,loamy,Kharif,irrigated,332,sugarcane
177,63,90,20.0,65.871144,6.426013,118.649894,red,Kharif,irrigated,365,sugarcane
189,80,123,25.057975,76.269793,7.367023,197.010886,loamy,Kharif,irrigated,339,sugarcane
231,86,130,34.353787,80.560091,8.233568,201.754058,loamy,Kharif,irrigated,324,sugarcane
162,65,88,20.457035,65.095105,5.959972,81.188889,alluvial,Kharif,irrigated,304,sugarcane
187,83,129,30.513486,80.217251,6.539398,140.539107,black,Kharif,irrigated,339,sugarcane
190,66,123,29.567356,78.869219,6.613127,147.203911,red,Kharif,irrigated,321,sugarcane
206,73,113,29.650692,80.437797,7.241973,157.573462,loamy,Kharif,irrigated,349,sugarcane
214,77,128,29.219648,70.874322,7.568177,158.417721,alluvial,Kharif,irrigated,319,sugarcane
224,84,127,31.146218,85.0,8.058626,240.217995,alluvial,Kharif,irrigated,329,sugarcane
157,65,96,22.733879,71.253697,6.109879,83.355233,black,Kharif,irrigated,346,sugarcane
218,75,117,26.039463,76.050425,6.778788,187.343594,alluvial,Kharif,irrigated,358,sugarcane
180,72,117,24.847324,73.298182,7.627504,152.203323,loamy,Kharif,irrigated,337,sugarcane
246,82,133,32.231241,84.312357,8.06306,235.409652,loamy,Kharif,irrigated,305,sugarcane
151,62,95,21.759979,67.53967,6.009719,123.613009,loamy,Kharif,irrigated,304,sugarcane
241,85,129,30.812973,78.27678,7.751443,209.256361,loamy,Kharif,irrigated,359,sugarcane
188,74,127,29.190951,79.581541,6.404898,173.694481,loamy,Kharif,irrigated,358,sugarcane
242,84,147,30.022588,81.897326,8.117466,200.290801,black,Kharif,irrigated,316,sugarcane
150,66,86,22.255777,69.843777,6.004647,93.924682,loamy,Kharif,irrigated,332,sugarcane
152,69,84,24.327776,70.480587,5.757464,113.544715,red,Kharif,irrigated,314,sugarcane
207,74,131,30.649099,77.292301,6.533864,117.744416,red,Kharif,irrigated,342,sugarcane
224,79,132,26.709049,74.296251,6.903817,185.51125,alluvial,Kharif,irrigated,350,sugarcane
184,76,110,28.624816,75.850399,6.748523,182.815184,loamy,Kharif,irrigated,303,sugarcane
228,88,143,32.402179,80.233375,8.381118,225.898893,loamy,Kharif,irrigated,339,sugarcane
219,87,132,30.711141,83.400976,7.65557,225.423735,alluvial,Kharif,irrigated,315,sugarcane
166,62,95,23.031028,69.327609,5.533095,107.352698,loamy,Kharif,irrigated,360,sugarcane
246,84,135,30.884699,79.371521,8.211393,203.694501,loamy,Kharif,irrigated,316,sugarcane
229,88,138,31.003245,78.804489,7.951596,231.926946,loamy,Kharif,irrigated,337,sugarcane
248,80,144,34.634159,83.672341,7.82245,244.031145,black,Kharif,irrigated,327,sugarcane
183,65,81,23.589442,66.646732,6.321363,109.683253,loamy,Kharif,irrigated,361,sugarcane
163,63,99,20.0,66.990409,6.324716,105.096861,alluvial,Kharif,irrigated,300,sugarcane
219,69,123,27.747675,72.662324,6.442232,140.216522,alluvial,Kharif,irrigated,342,sugarcane
234,83,146,34.186614,81.444997,7.770311,212.915596,black,Kharif,irrigated,351,sugarcane
220,82,98,29.386677,73.962615,6.922931,170.060176,alluvial,Kharif,irrigated,300,sugarcane
250,87,145,35.0,84.402742,8.150864,210.142761,alluvial,Kharif,irrigated,313,sugarcane
234,86,149,31.953978,80.5654,7.758246,225.744143,alluvial,Kharif,irrigated,358,sugarcane
176,66,81,24.302053,69.281249,5.614999,96.258801,loamy,Kharif,irrigated,313,sugarcane
225,89,144,33.124712,80.527243,8.5,232.550842,alluvial,Kharif,irrigated,324,sugarcane
228,90,145,34.38342,85.0,7.863759,226.047373,alluvial,Kharif,irrigated,334,sugarcane
228,84,149,32.425316,81.972527,7.684814,227.290105,alluvial,Kharif,irrigated,334,sugarcane
224,81,140,33.912585,79.86743,8.206075,218.070696,black,Kharif,irrigated,325,sugarcane
158,60,93,20.0,66.377555,6.252855,88.533995,red,Kharif,irrigated,333,sugarcane
169,60,89,23.258894,68.380691,6.123338,80.98054,black,Kharif,irrigated,316,sugarcane
190,71,117,30.863951,75.529058,7.084702,161.266042,red,Kharif,irrigated,339,sugarcane
235,87,134,31.800449,82.401217,7.860191,216.029624,loamy,Kharif,irrigated,365,sugarcane
156,70,98,22.618261,70.390674,6.020038,104.171413,alluvial,Kharif,irrigated,345,sugarcane
187,72,119,26.263325,77.513527,6.321602,194.864951,black,Kharif,irrigated,321,sugarcane
226,82,141,30.930786,83.612586,8.165065,210.057707,loamy,Kharif,irrigated,313,sugarcane
237,83,147,33.827577,81.395453,7.926264,229.962945,alluvial,Kharif,irrigated,323,sugarcane
234,81,135,32.756203,81.576707,8.353633,217.476217,alluvial,Kharif,irrigated,355,sugarcane
168,64,84,22.61347,67.957218,5.947137,108.025055,alluvial,Kharif,irrigated,341,sugarcane
160,62,89,21.17997,66.484266,6.164348,104.762589,red,Kharif,irrigated,345,sugarcane
207,76,104,24.431263,74.85415,7.291024,192.868895,alluvial,Kharif,irrigated,302,sugarcane
174,67,85,24.338169,71.325152,5.708221,117.875811,alluvial,Kharif,irrigated,305,sugarcane
177,61,97,20.023242,67.073375,5.5,83.725148,red,Kharif,irrigated,333,sugarcane
180,81,124,31.420533,75.034924,6.437231,153.874727,red,Kharif,irrigated,340,sugarcane
198,70,129,29.131457,76.94481,6.773725,185.834484,alluvial,Kharif,irrigated,356,sugarcane
155,71,95,20.708303,67.545953,5.674315,83.375787,red,Kharif,irrigated,355,sugarcane
241,86,149,34.114993,82.190729,8.381821,210.740363,loamy,Kharif,irrigated,359,sugarcane
237,80,139,32.592214,83.179985,8.328395,235.638029,black,Kharif,irrigated,344,sugarcane
175,68,88,21.768457,70.773384,5.628344,100.953255,black,Kharif,irrigated,348,sugarcane
173,61,97,24.344672,66.577729,5.916304,101.443431,red,Kharif,irrigated,318,sugarcane
237,80,150,34.550072,82.668311,8.458418,203.239789,alluvial,Kharif,irrigated,354,sugarcane
161,65,98,21.754455,67.429992,5.501387,95.949263,loamy,Kharif,irrigated,328,sugarcane
226,82,138,33.612447,78.457462,7.651348,244.294166,black,Kharif,irrigated,313,sugarcane
229,87,138,30.719054,83.460433,8.471361,217.972636,loamy,Kharif,irrigated,334,sugarcane
158,67,95,23.0892,67.348315,5.658341,118.136536,black,Kharif,irrigated,300,sugarcane
169,69,89,20.34503,69.375767,6.241998,78.603975,loamy,Kharif,irrigated,324,sugarcane
228,85,150,30.612495,83.107016,8.5,204.22031,red,Kharif,irrigated,331,sugarcane
199,76,127,24.738927,72.342324,7.481648,152.956611,loamy,Kharif,irrigated,315,sugarcane
236,83,141,31.835074,82.139076,7.767257,222.972297,loamy,Kharif,irrigated,358,sugarcane
150,65,82,21.15049,67.561197,6.239362,79.998212,red,Kharif,irrigated,335,sugarcane
234,87,133,34.653061,80.847569,8.289966,234.248034,red,Kharif,irrigated,308,sugarcane
168,67,99,21.357013,69.10096,5.661225,91.656848,alluvial,Kharif,irrigated,317,sugarcane
232,89,150,30.077081,81.63003,7.705071,205.182556,loamy,Kharif,irrigated,347,sugarcane
208,81,111,27.645913,78.775703,6.625963,134.931795,loamy,Kharif,irrigated,341,sugarcane
245,87,150,30.865267,82.886392,7.66714,216.045519,alluvial,Kharif,irrigated,300,sugarcane
198,75,106,29.244955,77.535737,6.590032,162.192764,black,Kharif,irrigated,328,sugarcane
190,81,109,29.061035,73.305356,6.668611,171.507393,loamy,Kharif,irrigated,359,sugarcane
155,69,87,20.700765,65.0,5.614223,119.870312,red,Kharif,irrigated,321,sugarcane
179,64,94,20.541563,69.089223,6.041872,104.229986,black,Kharif,irrigated,339,sugarcane
187,67,123,29.523837,79.999823,7.588326,188.848526,alluvial,Kharif,irrigated,305,sugarcane
153,62,81,20.0,65.275395,5.558384,91.344491,black,Kharif,irrigated,318,sugarcane
156,67,88,23.409231,67.10536,5.603915,75.262421,red,Kharif,irrigated,312,sugarcane
184,78,97,28.740618,76.333352,7.407557,126.084455,alluvial,Kharif,irrigated,352,sugarcane
236,85,131,33.749906,81.811481,8.158326,212.8617,red,Kharif,irrigated,326,sugarcane
201,81,124,24.593119,72.923819,7.557583,153.12634,black,Kharif,irrigated,354,sugarcane
190,77,114,26.055454,79.832259,6.526131,171.220391,alluvial,Kharif,irrigated,351,sugarcane
162,64,95,23.229006,67.883593,5.944185,106.300433,black,Kharif,irrigated,307,sugarcane
200,83,125,25.811404,77.083088,6.274186,194.247916,black,Kharif,irrigated,350,sugarcane
220,83,129,34.315078,79.39378,7.796668,249.671123,red,Kharif,irrigated,324,sugarcane
230,90,147,31.372129,82.53305,8.234509,208.92981,loamy,Kharif,irrigated,305,sugarcane
214,74,98,26.859207,72.098782,7.033413,150.325235,black,Kharif,irrigated,311,sugarcane
172,64,86,23.12398,65.15543,6.142313,117.694382,black,Kharif,irrigated,309,sugarcane
174,64,95,20.181679,67.114753,5.837614,91.372027,black,Kharif,irrigated,348,sugarcane
206,72,109,23.926453,74.938329,7.579872,175.040269,loamy,Kharif,irrigated,361,sugarcane
186,80,106,28.342405,79.189146,6.286044,145.722132,alluvial,Kharif,irrigated,307,sugarcane
155,68,95,22.014356,66.892661,5.517694,85.684027,black,Kharif,irrigated,321,sugarcane
245,87,139,32.216617,82.358642,8.029969,228.327988,loamy,Kharif,irrigated,311,sugarcane
214,78,126,24.191594,72.605701,6.982665,150.575811,loamy,Kharif,irrigated,312,sugarcane
176,69,86,21.909293,69.97432,5.629421,95.010465,black,Kharif,irrigated,363,sugarcane
230,90,137,33.61035,81.178636,7.820918,242.56405,black,Kharif,irrigated,322,sugarcane
159,64,96,22.091434,73.080934,5.613864,109.012731,red,Kharif,irrigated,360,sugarcane
101,41,22,21.925015,65.236428,5.952122,54.127488,black,Kharif,semi-irrigated,191,cotton
100,35,19,21.326326,65.0,6.354786,60.827833,red,Kharif,semi-irrigated,156,cotton
125,51,22,24.898366,77.467297,7.363337,83.477347,loamy,Kharif,rainfed,176,cotton
138,52,21,24.122791,78.175705,7.322012,71.237854,alluvial,Kharif,semi-irrigated,173,cotton
141,61,21,26.479037,73.399258,7.176704,78.892683,loamy,Kharif,semi-irrigated,166,cotton
100,38,19,23.228745,68.174595,6.155795,63.948969,red,Kharif,semi-irrigated,193,cotton
128,58,25,25.274062,81.774412,7.194468,86.054481,red,Kharif,rainfed,200,cotton
150,69,24,28.651001,84.872334,7.812047,99.57635,loamy,Kharif,rainfed,179,cotton
154,58,30,28.629245,87.204596,7.615792,107.88316,loamy,Kharif,semi-irrigated,165,cotton
107,47,19,20.654678,68.320765,6.23781,62.468302,loamy,Kharif,semi-irrigated,197,cotton
145,44,25,25.788116,74.44335,6.970447,90.534926,alluvial,Kharif,rainfed,174,cotton
159,63,30,26.80871,89.796678,7.751529,91.465702,loamy,Kharif,semi-irrigated,198,cotton
106,40,19,22.227994,67.680014,6.035008,54.88584,red,Kharif,semi-irrigated,175,cotton
118,43,17,21.423461,72.133679,6.081369,67.68158,red,Kharif,semi-irrigated,161,cotton
156,65,26,27.961197,86.293012,7.869723,108.277712,red,Kharif,semi-irrigated,180,cotton
112,41,16,22.179052,70.130832,6.12181,56.641105,black,Kharif,rainfed,174,cotton
115,39,17,20.685887,67.494053,6.194037,62.87347,red,Kharif,semi-irrigated,157,cotton
103,43,15,20.0,69.074047,5.806425,60.08215,alluvial,Kharif,rainfed,182,cotton
131,54,23,27.359625,84.387497,6.772226,75.809504,black,Kharif,rainfed,155,cotton
139,45,21,24.612225,81.814861,6.864356,67.748949,black,Kharif,rainfed,200,cotton
143,53,23,25.81953,75.865013,7.157608,86.998142,red,Kharif,semi-irrigated,176,cotton
108,45,15,22.057742,65.647582,6.130251,61.777079,loamy,Kharif,semi-irrigated,166,cotton
154,63,30,28.314924,82.730103,8.0,100.554928,alluvial,Kharif,semi-irrigated,153,cotton
156,61,30,30.0,90.0,7.662368,96.486049,alluvial,Kharif,rainfed,200,cotton
132,44,20,26.151034,81.544532,6.804982,91.150157,red,Kharif,semi-irrigated,163,cotton
109,43,16,22.094433,66.138536,6.314728,66.149497,black,Kharif,semi-irrigated,189,cotton
145,66,30,29.297869,84.5639,7.592509,107.626838,loamy,Kharif,semi-irrigated,180,cotton
154,65,30,29.696563,82.736745,7.630093,100.316603,red,Kharif,semi-irrigated,191,cotton
105,39,15,20.0,68.196236,5.920444,53.636799,alluvial,Kharif,rainfed,191,cotton
107,42,17,21.792021,72.030784,5.951775,57.304389,alluvial,Kharif,rainfed,180,cotton
155,66,29,26.910387,90.0,7.782945,100.612743,black,Kharif,semi-irrigated,196,cotton
128,58,19,25.735488,81.069511,6.64683,91.660481,red,Kharif,rainfed,178,cotton
122,50,23,23.596962,73.105787,6.594885,84.49224,loamy,Kharif,semi-irrigated,154,cotton
157,66,25,29.360704,84.049023,7.545927,100.375395,red,Kharif,rainfed,200,cotton
157,67,30,29.253329,87.473523,7.657299,92.862686,alluvial,Kharif,rainfed,168,cotton
113,46,16,22.334605,67.741939,6.195969,52.660133,black,Kharif,rainfed,168,cotton
139,49,22,23.249152,79.068613,6.494227,90.528407,loamy,Kharif,semi-irrigated,189,cotton
108,45,18,20.581822,67.952963,6.255355,56.035455,loamy,Kharif,semi-irrigated,154,cotton
120,52,23,26.920081,82.614283,6.67804,71.639128,black,Kharif,rainfed,155,cotton
106,47,18,21.992669,72.732243,6.422457,61.914177,black,Kharif,rainfed,197,cotton
145,60,26,30.0,84.977318,7.658097,106.905525,red,Kharif,rainfed,192,cotton
110,40,19,23.052381,70.781643,6.336555,59.650603,black,Kharif,rainfed,188,cotton
126,59,18,27.143183,73.958231,7.369961,82.916138,alluvial,Kharif,semi-irrigated,160,cotton
152,62,26,30.0,84.800328,7.633485,108.230751,loamy,Kharif,semi-irrigated,158,cotton
123,56,22,27.885923,76.15123,7.018912,94.29056,alluvial,Kharif,rainfed,195,cotton
141,66,30,26.609656,88.737359,7.946494,108.07772,alluvial,Kharif,rainfed,166,cotton
140,67,28,29.87968,89.006948,7.572722,106.397192,red,Kharif,semi-irrigated,161,cotton
115,52,23,26.78031,83.381135,6.780175,90.157124,alluvial,Kharif,rainfed,187,cotton
116,43,18,20.0,74.058306,5.993413,65.030643,alluvial,Kharif,rainfed,189,cotton
160,58,29,29.030555,85.401215,7.936158,96.670309,red,Kharif,semi-irrigated,178,cotton
104,44,22,20.532258,69.177102,5.899998,54.145496,loamy,Kharif,semi-irrigated,176,cotton
147,55,30,29.255095,86.194575,7.814186,97.153215,red,Kharif,rainfed,163,cotton
141,46,24,26.251532,79.609412,6.425529,82.265479,loamy,Kharif,rainfed,163,cotton
107,40,18,21.612694,66.348728,5.960633,61.408726,loamy,Kharif,rainfed,166,cotton
121,51,22,23.296302,78.079733,6.761241,91.534084,red,Kharif,rainfed,164,cotton
130,49,16,24.017571,75.167957,6.86402,92.259257,black,Kharif,semi-irrigated,169,cotton
107,41,18,20.0,71.106203,5.956865,55.320973,red,Kharif,semi-irrigated,193,cotton
108,45,16,22.942741,71.395682,6.128977,57.233933,black,Kharif,rainfed,180,cotton
100,38,18,20.0,71.815538,6.170948,54.368408,loamy,Kharif,rainfed,163,cotton
131,46,28,23.849967,72.018986,6.712739,66.953449,alluvial,Kharif,rainfed,180,cotton
123,53,23,23.625711,81.975432,6.893186,92.595112,red,Kharif,rainfed,200,cotton
147,62,29,28.458714,90.0,7.565075,100.733178,black,Kharif,rainfed,155,cotton
150,63,27,28.291867,87.364413,7.843015,102.557701,red,Kharif,rainfed,194,cotton
108,44,19,21.975909,69.085413,6.192665,61.426265,black,Kharif,rainfed,157,cotton
142,70,29,29.009286,82.971289,7.913028,99.651872,loamy,Kharif,rainfed,172,cotton
133,48,19,25.812671,73.894226,7.124002,76.017516,red,Kharif,semi-irrigated,166,cotton
127,60,23,23.000846,79.166356,7.219707,74.264391,alluvial,Kharif,semi-irrigated,165,cotton
110,38,20,20.329199,65.0,5.881913,55.191478,loamy,Kharif,semi-irrigated,184,cotton
156,70,27,27.862725,87.444578,7.861547,97.159237,black,Kharif,semi-irrigated,169,cotton
128,47,18,25.330316,76.405261,7.38334,81.537645,red,Kharif,rainfed,167,cotton
147,61,24,26.946518,82.46996,7.702417,96.50406,red,Kharif,semi-irrigated,169,cotton
139,51,22,26.289999,81.663241,6.887946,67.765769,loamy,Kharif,rainfed,169,cotton
132,55,24,22.920443,72.502839,7.236052,92.257348,alluvial,Kharif,rainfed,165,cotton
118,39,19,20.491906,65.874922,6.153519,62.818154,alluvial,Kharif,rainfed,190,cotton
114,35,16,21.323681,68.348461,6.102181,56.375111,alluvial,Kharif,semi-irrigated,155,cotton
157,63,23,29.262512,83.033397,7.417629,106.003523,alluvial,Kharif,semi-irrigated,155,cotton
127,55,25,24.189771,75.137786,6.823636,71.262804,alluvial,Kharif,semi-irrigated,178,cotton
143,70,26,27.968049,87.925624,7.773405,100.12219,red,Kharif,semi-irrigated,150,cotton
107,39,15,20.0,70.751746,5.8,66.940593,loamy,Kharif,semi-irrigated,169,cotton
143,45,24,24.647427,72.234129,7.408127,78.471579,alluvial,Kharif,rainfed,190,cotton
159,66,28,28.599102,89.38911,7.31099,99.169588,loamy,Kharif,rainfed,160,cotton
130,52,24,22.159089,78.471223,6.660796,75.474231,red,Kharif,rainfed,182,cotton
153,65,30,29.736397,87.40127,7.509733,91.12621,loamy,Kharif,rainfed,162,cotton
118,45,19,21.762519,69.954604,6.140065,57.160777,red,Kharif,rainfed,197,cotton
102,40,19,21.518866,66.851709,6.1298,59.342989,red,Kharif,rainfed,194,cotton
149,70,25,27.738169,82.894888,7.483703,108.580167,black,Kharif,semi-irrigated,172,cotton
150,59,27,30.0,86.476839,7.70039,101.05834,black,Kharif,semi-irrigated,185,cotton
116,39,15,22.742705,71.843107,6.013691,50.166821,loamy,Kharif,rainfed,196,cotton
142,62,26,26.880225,87.247575,7.885718,96.808705,red,Kharif,semi-irrigated,162,cotton
121,52,28,25.736449,78.474593,6.543358,60.72413,black,Kharif,rainfed,168,cotton
105,35,17,20.481484,70.39092,5.931309,59.891797,alluvial,Kharif,semi-irrigated,175,cotton
110,43,21,21.311723,69.365784,6.009432,63.686755,red,Kharif,rainfed,189,cotton
